Model,TBS2102
Firmware Version,v1.26.0

Point Format,Y
Horizontal Units,S
Horizontal Scale,1e-05
Sample Interval,8e-09
Filter Frequency,1e+08
Record Length,20000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,5
Label,
TIME,CH1
1.78400e-05,1
1.78480e-05,1
1.78560e-05,1.25
1.78640e-05,1
1.78720e-05,1.25
1.78800e-05,1.25
1.78880e-05,1
1.78960e-05,1
1.79040e-05,1
1.79120e-05,1
1.79200e-05,1.25
1.79280e-05,1.25
1.79360e-05,1.25
1.79440e-05,1.25
1.79520e-05,1.25
1.79600e-05,1.25
1.79680e-05,1.5
1.79760e-05,1.25
1.79840e-05,1.5
1.79920e-05,1.25
1.80000e-05,1.25
1.80080e-05,1.25
1.80160e-05,1.5
1.80240e-05,1.25
1.80320e-05,1.5
1.80400e-05,1.25
1.80480e-05,1.25
1.80560e-05,1.5
1.80640e-05,1.5
1.80720e-05,1.5
1.80800e-05,1.5
1.80880e-05,1.5
1.80960e-05,1.5
1.81040e-05,1.5
1.81120e-05,1.5
1.81200e-05,1.5
1.81280e-05,1.5
1.81360e-05,1.5
1.81440e-05,1.75
1.81520e-05,1.75
1.81600e-05,1.5
1.81680e-05,1.5
1.81760e-05,1.5
1.81840e-05,1.5
1.81920e-05,1.5
1.82000e-05,1.5
1.82080e-05,1.75
1.82160e-05,1.75
1.82240e-05,1.5
1.82320e-05,1.75
1.82400e-05,1.5
1.82480e-05,1.75
1.82560e-05,1.75
1.82640e-05,1.75
1.82720e-05,1.75
1.82800e-05,2
1.82880e-05,1.75
1.82960e-05,1.75
1.83040e-05,1.75
1.83120e-05,1.75
1.83200e-05,1.75
1.83280e-05,1.75
1.83360e-05,1.75
1.83440e-05,1.75
1.83520e-05,1.75
1.83600e-05,1.75
1.83680e-05,1.75
1.83760e-05,1.75
1.83840e-05,2
1.83920e-05,2
1.84000e-05,2
1.84080e-05,2
1.84160e-05,2
1.84240e-05,2.25
1.84320e-05,2
1.84400e-05,2
1.84480e-05,2
1.84560e-05,2
1.84640e-05,2
1.84720e-05,2
1.84800e-05,2.25
1.84880e-05,2
1.84960e-05,2
1.85040e-05,2
1.85120e-05,2.25
1.85200e-05,2.25
1.85280e-05,2
1.85360e-05,2
1.85440e-05,2
1.85520e-05,2.25
1.85600e-05,2.25
1.85680e-05,2.25
1.85760e-05,2.25
1.85840e-05,2.25
1.85920e-05,2.25
1.86000e-05,2.25
1.86080e-05,2.25
1.86160e-05,2.25
1.86240e-05,2.25
1.86320e-05,2.5
1.86400e-05,2.25
1.86480e-05,2.5
1.86560e-05,2.5
1.86640e-05,2.5
1.86720e-05,2.5
1.86800e-05,2.5
1.86880e-05,2.5
1.86960e-05,2.5
1.87040e-05,2.25
1.87120e-05,2.5
1.87200e-05,2.25
1.87280e-05,2.5
1.87360e-05,2.5
1.87440e-05,2.5
1.87520e-05,2.5
1.87600e-05,2.5
1.87680e-05,2.5
1.87760e-05,2.5
1.87840e-05,2.5
1.87920e-05,2.5
1.88000e-05,2.5
1.88080e-05,2.5
1.88160e-05,2.75
1.88240e-05,2.5
1.88320e-05,2.75
1.88400e-05,2.5
1.88480e-05,2.75
1.88560e-05,2.75
1.88640e-05,2.75
1.88720e-05,2.75
1.88800e-05,2.75
1.88880e-05,2.75
1.88960e-05,2.75
1.89040e-05,2.75
1.89120e-05,2.75
1.89200e-05,2.75
1.89280e-05,3
1.89360e-05,2.75
1.89440e-05,2.75
1.89520e-05,3
1.89600e-05,2.75
1.89680e-05,2.75
1.89760e-05,3
1.89840e-05,2.75
1.89920e-05,3
1.90000e-05,2.75
1.90080e-05,3
1.90160e-05,3
1.90240e-05,3
1.90320e-05,3
1.90400e-05,3
1.90480e-05,3
1.90560e-05,3
1.90640e-05,2.75
1.90720e-05,3
1.90800e-05,3
1.90880e-05,3
1.90960e-05,3
1.91040e-05,3
1.91120e-05,3
1.91200e-05,3
1.91280e-05,3
1.91360e-05,3
1.91440e-05,3
1.91520e-05,3
1.91600e-05,3.25
1.91680e-05,3
1.91760e-05,3.25
1.91840e-05,3.25
1.91920e-05,3
1.92000e-05,3
1.92080e-05,3.25
1.92160e-05,3.25
1.92240e-05,3.25
1.92320e-05,3.25
1.92400e-05,3.25
1.92480e-05,3.25
1.92560e-05,3
1.92640e-05,3.25
1.92720e-05,3.25
1.92800e-05,3
1.92880e-05,3.25
1.92960e-05,3.25
1.93040e-05,3.25
1.93120e-05,3.25
1.93200e-05,3.25
1.93280e-05,3.5
1.93360e-05,3.25
1.93440e-05,3.25
1.93520e-05,3.25
1.93600e-05,3.25
1.93680e-05,3.5
1.93760e-05,3.25
1.93840e-05,3.5
1.93920e-05,3.25
1.94000e-05,3.25
1.94080e-05,3.5
1.94160e-05,3.5
1.94240e-05,3.25
1.94320e-05,3.25
1.94400e-05,3.5
1.94480e-05,3.5
1.94560e-05,3.25
1.94640e-05,3.5
1.94720e-05,3.5
1.94800e-05,3.5
1.94880e-05,3.5
1.94960e-05,3.5
1.95040e-05,3.75
1.95120e-05,3.5
1.95200e-05,3.5
1.95280e-05,3.5
1.95360e-05,3.5
1.95440e-05,3.75
1.95520e-05,3.75
1.95600e-05,3.75
1.95680e-05,3.5
1.95760e-05,3.5
1.95840e-05,3.75
1.95920e-05,3.75
1.96000e-05,3.75
1.96080e-05,3.75
1.96160e-05,3.5
1.96240e-05,3.75
1.96320e-05,3.75
1.96400e-05,3.75
1.96480e-05,3.5
1.96560e-05,3.75
1.96640e-05,3.75
1.96720e-05,3.75
1.96800e-05,3.75
1.96880e-05,3.75
1.96960e-05,3.75
1.97040e-05,3.75
1.97120e-05,3.75
1.97200e-05,3.75
1.97280e-05,4
1.97360e-05,3.75
1.97440e-05,3.75
1.97520e-05,3.75
1.97600e-05,3.75
1.97680e-05,3.75
1.97760e-05,3.75
1.97840e-05,4
1.97920e-05,3.75
1.98000e-05,3.75
1.98080e-05,4
1.98160e-05,3.75
1.98240e-05,3.75
1.98320e-05,3.75
1.98400e-05,3.75
1.98480e-05,4
1.98560e-05,4
1.98640e-05,4
1.98720e-05,4
1.98800e-05,4
1.98880e-05,4
1.98960e-05,4
1.99040e-05,4
1.99120e-05,4
1.99200e-05,4
1.99280e-05,4
1.99360e-05,4
1.99440e-05,4.25
1.99520e-05,4
1.99600e-05,4.25
1.99680e-05,4
1.99760e-05,4
1.99840e-05,4
1.99920e-05,4
2.00000e-05,4.25
2.00080e-05,4
2.00160e-05,4.25
2.00240e-05,4
2.00320e-05,4.25
2.00400e-05,4.25
2.00480e-05,4
2.00560e-05,4.25
2.00640e-05,4.25
2.00720e-05,4.25
2.00800e-05,4.25
2.00880e-05,4.25
2.00960e-05,4.25
2.01040e-05,4.25
2.01120e-05,4.25
2.01200e-05,4.25
2.01280e-05,4.25
2.01360e-05,4.25
2.01440e-05,4.25
2.01520e-05,4.25
2.01600e-05,4.25
2.01680e-05,4.25
2.01760e-05,4.25
2.01840e-05,4.5
2.01920e-05,4.25
2.02000e-05,4.5
2.02080e-05,4.25
2.02160e-05,4.5
2.02240e-05,4.5
2.02320e-05,4.5
2.02400e-05,4.5
2.02480e-05,4.5
2.02560e-05,4.5
2.02640e-05,4.25
2.02720e-05,4.5
2.02800e-05,4.5
2.02880e-05,4.5
2.02960e-05,4.5
2.03040e-05,4.25
2.03120e-05,4.5
2.03200e-05,4.5
2.03280e-05,4.5
2.03360e-05,4.5
2.03440e-05,4.5
2.03520e-05,4.5
2.03600e-05,4.5
2.03680e-05,4.5
2.03760e-05,4.5
2.03840e-05,4.5
2.03920e-05,4.5
2.04000e-05,4.5
2.04080e-05,4.5
2.04160e-05,4.5
2.04240e-05,4.75
2.04320e-05,4.5
2.04400e-05,4.75
2.04480e-05,4.75
2.04560e-05,4.5
2.04640e-05,4.5
2.04720e-05,4.5
2.04800e-05,4.5
2.04880e-05,4.75
2.04960e-05,4.5
2.05040e-05,4.75
2.05120e-05,4.5
2.05200e-05,4.5
2.05280e-05,4.75
2.05360e-05,4.75
2.05440e-05,4.5
2.05520e-05,4.75
2.05600e-05,4.5
2.05680e-05,4.75
2.05760e-05,4.75
2.05840e-05,4.75
2.05920e-05,4.75
2.06000e-05,4.75
2.06080e-05,4.5
2.06160e-05,4.75
2.06240e-05,4.75
2.06320e-05,4.75
2.06400e-05,4.75
2.06480e-05,4.75
2.06560e-05,4.75
2.06640e-05,4.75
2.06720e-05,4.75
2.06800e-05,4.75
2.06880e-05,4.75
2.06960e-05,5
2.07040e-05,5
2.07120e-05,4.75
2.07200e-05,5
2.07280e-05,4.75
2.07360e-05,4.75
2.07440e-05,4.75
2.07520e-05,4.75
2.07600e-05,4.75
2.07680e-05,4.75
2.07760e-05,4.75
2.07840e-05,4.75
2.07920e-05,4.75
2.08000e-05,4.75
2.08080e-05,4.75
2.08160e-05,5
2.08240e-05,5
2.08320e-05,4.75
2.08400e-05,5
2.08480e-05,5
2.08560e-05,5
2.08640e-05,5
2.08720e-05,4.75
2.08800e-05,5
2.08880e-05,4.75
2.08960e-05,4.75
2.09040e-05,5
2.09120e-05,5
2.09200e-05,5
2.09280e-05,5
2.09360e-05,5
2.09440e-05,5
2.09520e-05,4.75
2.09600e-05,5
2.09680e-05,5
2.09760e-05,5
2.09840e-05,5
2.09920e-05,5
2.10000e-05,5
2.10080e-05,5
2.10160e-05,5
2.10240e-05,5
2.10320e-05,5
2.10400e-05,5.25
2.10480e-05,5.25
2.10560e-05,5
2.10640e-05,5
2.10720e-05,5
2.10800e-05,5.25
2.10880e-05,5.25
2.10960e-05,5.25
2.11040e-05,5
2.11120e-05,5
2.11200e-05,5
2.11280e-05,5.25
2.11360e-05,5
2.11440e-05,5.25
2.11520e-05,5.25
2.11600e-05,5.25
2.11680e-05,5
2.11760e-05,5
2.11840e-05,5.25
2.11920e-05,5.25
2.12000e-05,5.25
2.12080e-05,5.25
2.12160e-05,5.25
2.12240e-05,5
2.12320e-05,5.25
2.12400e-05,5.25
2.12480e-05,5.25
2.12560e-05,5
2.12640e-05,5.25
2.12720e-05,5.25
2.12800e-05,5
2.12880e-05,5.25
2.12960e-05,5.25
2.13040e-05,5.25
2.13120e-05,5
2.13200e-05,5.25
2.13280e-05,5.25
2.13360e-05,5.25
2.13440e-05,5.25
2.13520e-05,5.25
2.13600e-05,5.25
2.13680e-05,5.25
2.13760e-05,5.25
2.13840e-05,5.25
2.13920e-05,5.25
2.14000e-05,5.25
2.14080e-05,5.5
2.14160e-05,5.25
2.14240e-05,5.25
2.14320e-05,5.25
2.14400e-05,5.25
2.14480e-05,5.25
2.14560e-05,5.25
2.14640e-05,5.25
2.14720e-05,5.5
2.14800e-05,5.5
2.14880e-05,5.25
2.14960e-05,5.5
2.15040e-05,5.5
2.15120e-05,5.25
2.15200e-05,5.5
2.15280e-05,5.5
2.15360e-05,5.25
2.15440e-05,5.5
2.15520e-05,5.25
2.15600e-05,5.5
2.15680e-05,5.25
2.15760e-05,5.5
2.15840e-05,5.5
2.15920e-05,5.25
2.16000e-05,5.5
2.16080e-05,5.25
2.16160e-05,5.25
2.16240e-05,5.5
2.16320e-05,5.25
2.16400e-05,5.25
2.16480e-05,5.25
2.16560e-05,5.25
2.16640e-05,5.5
2.16720e-05,5.5
2.16800e-05,5.5
2.16880e-05,5.5
2.16960e-05,5.5
2.17040e-05,5.5
2.17120e-05,5.25
2.17200e-05,5.5
2.17280e-05,5.5
2.17360e-05,5.25
2.17440e-05,5.25
2.17520e-05,5.5
2.17600e-05,5.5
2.17680e-05,5.25
2.17760e-05,5.5
2.17840e-05,5.5
2.17920e-05,5.5
2.18000e-05,5.5
2.18080e-05,5.5
2.18160e-05,5.25
2.18240e-05,5.5
2.18320e-05,5.5
2.18400e-05,5.5
2.18480e-05,5.25
2.18560e-05,5.5
2.18640e-05,5.5
2.18720e-05,5.5
2.18800e-05,5.5
2.18880e-05,5.5
2.18960e-05,5.5
2.19040e-05,5.5
2.19120e-05,5.5
2.19200e-05,5.5
2.19280e-05,5.5
2.19360e-05,5.5
2.19440e-05,5.5
2.19520e-05,5.5
2.19600e-05,5.5
2.19680e-05,5.5
2.19760e-05,5.5
2.19840e-05,5.75
2.19920e-05,5.5
2.20000e-05,5.5
2.20080e-05,5.75
2.20160e-05,5.75
2.20240e-05,5.5
2.20320e-05,5.5
2.20400e-05,5.5
2.20480e-05,5.5
2.20560e-05,5.5
2.20640e-05,5.5
2.20720e-05,5.5
2.20800e-05,5.5
2.20880e-05,5.5
2.20960e-05,5.5
2.21040e-05,5.5
2.21120e-05,5.75
2.21200e-05,5.5
2.21280e-05,5.5
2.21360e-05,5.5
2.21440e-05,5.5
2.21520e-05,5.5
2.21600e-05,5.5
2.21680e-05,5.5
2.21760e-05,5.75
2.21840e-05,5.5
2.21920e-05,5.5
2.22000e-05,5.5
2.22080e-05,5.5
2.22160e-05,5.5
2.22240e-05,5.5
2.22320e-05,5.5
2.22400e-05,5.75
2.22480e-05,5.75
2.22560e-05,5.5
2.22640e-05,5.75
2.22720e-05,5.5
2.22800e-05,5.75
2.22880e-05,5.5
2.22960e-05,5.5
2.23040e-05,5.5
2.23120e-05,5.75
2.23200e-05,5.5
2.23280e-05,5.75
2.23360e-05,5.5
2.23440e-05,5.5
2.23520e-05,5.5
2.23600e-05,5.75
2.23680e-05,5.75
2.23760e-05,5.5
2.23840e-05,5.75
2.23920e-05,5.5
2.24000e-05,5.75
2.24080e-05,5.5
2.24160e-05,5.75
2.24240e-05,5.75
2.24320e-05,5.75
2.24400e-05,5.75
2.24480e-05,5.75
2.24560e-05,5.5
2.24640e-05,5.75
2.24720e-05,5.75
2.24800e-05,5.75
2.24880e-05,5.5
2.24960e-05,5.5
2.25040e-05,5.5
2.25120e-05,5.75
2.25200e-05,5.75
2.25280e-05,5.75
2.25360e-05,5.75
2.25440e-05,5.5
2.25520e-05,5.5
2.25600e-05,5.5
2.25680e-05,5.5
2.25760e-05,5.5
2.25840e-05,5.5
2.25920e-05,5.75
2.26000e-05,5.5
2.26080e-05,5.75
2.26160e-05,5.5
2.26240e-05,5.75
2.26320e-05,5.75
2.26400e-05,5.5
2.26480e-05,5.75
2.26560e-05,5.75
2.26640e-05,5.5
2.26720e-05,5.5
2.26800e-05,5.5
2.26880e-05,5.5
2.26960e-05,5.5
2.27040e-05,5.75
2.27120e-05,5.75
2.27200e-05,5.75
2.27280e-05,5.75
2.27360e-05,5.5
2.27440e-05,5.75
2.27520e-05,5.5
2.27600e-05,5.5
2.27680e-05,5.5
2.27760e-05,5.75
2.27840e-05,5.75
2.27920e-05,5.75
2.28000e-05,5.75
2.28080e-05,5.5
2.28160e-05,5.75
2.28240e-05,5.75
2.28320e-05,5.75
2.28400e-05,5.5
2.28480e-05,5.75
2.28560e-05,5.75
2.28640e-05,5.75
2.28720e-05,5.5
2.28800e-05,5.5
2.28880e-05,5.5
2.28960e-05,5.75
2.29040e-05,5.75
2.29120e-05,5.5
2.29200e-05,5.75
2.29280e-05,5.5
2.29360e-05,5.5
2.29440e-05,5.75
2.29520e-05,5.75
2.29600e-05,5.75
2.29680e-05,5.5
2.29760e-05,5.75
2.29840e-05,5.75
2.29920e-05,5.75
2.30000e-05,5.5
2.30080e-05,5.5
2.30160e-05,5.75
2.30240e-05,5.75
2.30320e-05,5.75
2.30400e-05,5.75
2.30480e-05,5.5
2.30560e-05,5.5
2.30640e-05,5.5
2.30720e-05,5.5
2.30800e-05,5.75
2.30880e-05,5.5
2.30960e-05,5.75
2.31040e-05,5.75
2.31120e-05,5.5
2.31200e-05,5.5
2.31280e-05,5.5
2.31360e-05,5.75
2.31440e-05,5.75
2.31520e-05,5.5
2.31600e-05,5.75
2.31680e-05,5.5
2.31760e-05,5.5
2.31840e-05,5.5
2.31920e-05,5.75
2.32000e-05,5.5
2.32080e-05,5.75
2.32160e-05,5.5
2.32240e-05,5.5
2.32320e-05,5.75
2.32400e-05,5.75
2.32480e-05,5.5
2.32560e-05,5.75
2.32640e-05,5.5
2.32720e-05,5.5
2.32800e-05,5.5
2.32880e-05,5.5
2.32960e-05,5.75
2.33040e-05,5.5
2.33120e-05,5.5
2.33200e-05,5.5
2.33280e-05,5.5
2.33360e-05,5.5
2.33440e-05,5.25
2.33520e-05,5.75
2.33600e-05,5.5
2.33680e-05,5.5
2.33760e-05,5.75
2.33840e-05,5.5
2.33920e-05,5.5
2.34000e-05,5.5
2.34080e-05,5.5
2.34160e-05,5.5
2.34240e-05,5.5
2.34320e-05,5.5
2.34400e-05,5.5
2.34480e-05,5.5
2.34560e-05,5.5
2.34640e-05,5.5
2.34720e-05,5.5
2.34800e-05,5.5
2.34880e-05,5.25
2.34960e-05,5.5
2.35040e-05,5.5
2.35120e-05,5.5
2.35200e-05,5.5
2.35280e-05,5.5
2.35360e-05,5.5
2.35440e-05,5.5
2.35520e-05,5.5
2.35600e-05,5.5
2.35680e-05,5.5
2.35760e-05,5.5
2.35840e-05,5.25
2.35920e-05,5.5
2.36000e-05,5.25
2.36080e-05,5.5
2.36160e-05,5.25
2.36240e-05,5.5
2.36320e-05,5.5
2.36400e-05,5.25
2.36480e-05,5.25
2.36560e-05,5.5
2.36640e-05,5.25
2.36720e-05,5.5
2.36800e-05,5.25
2.36880e-05,5.25
2.36960e-05,5.5
2.37040e-05,5.25
2.37120e-05,5.25
2.37200e-05,5.5
2.37280e-05,5.5
2.37360e-05,5.5
2.37440e-05,5.25
2.37520e-05,5.5
2.37600e-05,5.5
2.37680e-05,5.25
2.37760e-05,5.25
2.37840e-05,5.5
2.37920e-05,5.25
2.38000e-05,5.25
2.38080e-05,5.5
2.38160e-05,5.25
2.38240e-05,5.25
2.38320e-05,5.25
2.38400e-05,5.5
2.38480e-05,5.5
2.38560e-05,5.25
2.38640e-05,5.5
2.38720e-05,5.25
2.38800e-05,5.25
2.38880e-05,5.25
2.38960e-05,5.25
2.39040e-05,5.25
2.39120e-05,5.25
2.39200e-05,5.25
2.39280e-05,5.25
2.39360e-05,5.25
2.39440e-05,5.25
2.39520e-05,5.25
2.39600e-05,5.5
2.39680e-05,5.25
2.39760e-05,5.25
2.39840e-05,5.25
2.39920e-05,5.25
2.40000e-05,5.25
2.40080e-05,5.25
2.40160e-05,5.25
2.40240e-05,5.25
2.40320e-05,5.25
2.40400e-05,5.25
2.40480e-05,5.25
2.40560e-05,5.25
2.40640e-05,5.25
2.40720e-05,5.25
2.40800e-05,5.25
2.40880e-05,5.25
2.40960e-05,5
2.41040e-05,5
2.41120e-05,5.25
2.41200e-05,5.25
2.41280e-05,5
2.41360e-05,5.25
2.41440e-05,5.25
2.41520e-05,5.25
2.41600e-05,5
2.41680e-05,5.25
2.41760e-05,5.25
2.41840e-05,5.25
2.41920e-05,5
2.42000e-05,5
2.42080e-05,5.25
2.42160e-05,5.25
2.42240e-05,5
2.42320e-05,5.25
2.42400e-05,5
2.42480e-05,5
2.42560e-05,5.25
2.42640e-05,5
2.42720e-05,5.25
2.42800e-05,5.25
2.42880e-05,5.25
2.42960e-05,5.25
2.43040e-05,5.25
2.43120e-05,5.25
2.43200e-05,5
2.43280e-05,5.25
2.43360e-05,5
2.43440e-05,5
2.43520e-05,5.25
2.43600e-05,5
2.43680e-05,5
2.43760e-05,5
2.43840e-05,5.25
2.43920e-05,5
2.44000e-05,5
2.44080e-05,5
2.44160e-05,5
2.44240e-05,5
2.44320e-05,5.25
2.44400e-05,5
2.44480e-05,5
2.44560e-05,5
2.44640e-05,5
2.44720e-05,5
2.44800e-05,5
2.44880e-05,5
2.44960e-05,5
2.45040e-05,5
2.45120e-05,5
2.45200e-05,5
2.45280e-05,5
2.45360e-05,5
2.45440e-05,5
2.45520e-05,5
2.45600e-05,5
2.45680e-05,5
2.45760e-05,4.75
2.45840e-05,5
2.45920e-05,4.75
2.46000e-05,5
2.46080e-05,5
2.46160e-05,4.75
2.46240e-05,4.75
2.46320e-05,5
2.46400e-05,4.75
2.46480e-05,4.75
2.46560e-05,4.75
2.46640e-05,4.75
2.46720e-05,4.75
2.46800e-05,4.75
2.46880e-05,4.75
2.46960e-05,4.75
2.47040e-05,4.75
2.47120e-05,4.75
2.47200e-05,4.75
2.47280e-05,4.75
2.47360e-05,5
2.47440e-05,4.75
2.47520e-05,4.75
2.47600e-05,4.75
2.47680e-05,4.75
2.47760e-05,4.75
2.47840e-05,4.75
2.47920e-05,4.75
2.48000e-05,4.75
2.48080e-05,4.75
2.48160e-05,4.75
2.48240e-05,4.75
2.48320e-05,4.5
2.48400e-05,4.75
2.48480e-05,4.75
2.48560e-05,5
2.48640e-05,4.5
2.48720e-05,4.75
2.48800e-05,4.75
2.48880e-05,4.5
2.48960e-05,4.75
2.49040e-05,4.75
2.49120e-05,4.75
2.49200e-05,4.5
2.49280e-05,4.75
2.49360e-05,4.5
2.49440e-05,4.75
2.49520e-05,4.5
2.49600e-05,4.75
2.49680e-05,4.75
2.49760e-05,4.75
2.49840e-05,4.75
2.49920e-05,4.5
2.50000e-05,4.5
2.50080e-05,4.75
2.50160e-05,4.75
2.50240e-05,4.5
2.50320e-05,4.5
2.50400e-05,4.5
2.50480e-05,4.75
2.50560e-05,4.5
2.50640e-05,4.5
2.50720e-05,4.5
2.50800e-05,4.5
2.50880e-05,4.5
2.50960e-05,4.25
2.51040e-05,4.5
2.51120e-05,4.75
2.51200e-05,4.5
2.51280e-05,4.5
2.51360e-05,4.5
2.51440e-05,4.75
2.51520e-05,4.5
2.51600e-05,4.5
2.51680e-05,4.25
2.51760e-05,4.5
2.51840e-05,4.5
2.51920e-05,4.5
2.52000e-05,4.25
2.52080e-05,4.25
2.52160e-05,4.5
2.52240e-05,4.25
2.52320e-05,4.25
2.52400e-05,4.25
2.52480e-05,4.5
2.52560e-05,4.5
2.52640e-05,4.5
2.52720e-05,4.5
2.52800e-05,4.5
2.52880e-05,4.25
2.52960e-05,4.25
2.53040e-05,4.25
2.53120e-05,4.25
2.53200e-05,4.25
2.53280e-05,4.5
2.53360e-05,4.25
2.53440e-05,4.25
2.53520e-05,4.25
2.53600e-05,4.5
2.53680e-05,4.25
2.53760e-05,4.25
2.53840e-05,4.25
2.53920e-05,4.25
2.54000e-05,4.25
2.54080e-05,4.25
2.54160e-05,4.25
2.54240e-05,4.25
2.54320e-05,4.25
2.54400e-05,4.25
2.54480e-05,4
2.54560e-05,4.25
2.54640e-05,4.25
2.54720e-05,4.25
2.54800e-05,4.25
2.54880e-05,4.25
2.54960e-05,4.25
2.55040e-05,4.25
2.55120e-05,4
2.55200e-05,4.25
2.55280e-05,4
2.55360e-05,4.25
2.55440e-05,4
2.55520e-05,4
2.55600e-05,4
2.55680e-05,4
2.55760e-05,4.25
2.55840e-05,4.25
2.55920e-05,4
2.56000e-05,4
2.56080e-05,4
2.56160e-05,4
2.56240e-05,4
2.56320e-05,4
2.56400e-05,4.25
2.56480e-05,4.25
2.56560e-05,4
2.56640e-05,4
2.56720e-05,4
2.56800e-05,3.75
2.56880e-05,4
2.56960e-05,4
2.57040e-05,4
2.57120e-05,4
2.57200e-05,4
2.57280e-05,3.75
2.57360e-05,4
2.57440e-05,4
2.57520e-05,4
2.57600e-05,3.75
2.57680e-05,4
2.57760e-05,4
2.57840e-05,4
2.57920e-05,4
2.58000e-05,4
2.58080e-05,3.75
2.58160e-05,3.75
2.58240e-05,3.75
2.58320e-05,3.75
2.58400e-05,3.75
2.58480e-05,3.75
2.58560e-05,4
2.58640e-05,3.75
2.58720e-05,4
2.58800e-05,3.75
2.58880e-05,3.75
2.58960e-05,3.75
2.59040e-05,3.75
2.59120e-05,3.75
2.59200e-05,3.75
2.59280e-05,3.75
2.59360e-05,3.75
2.59440e-05,3.75
2.59520e-05,3.5
2.59600e-05,3.5
2.59680e-05,3.75
2.59760e-05,3.75
2.59840e-05,3.75
2.59920e-05,3.5
2.60000e-05,3.75
2.60080e-05,3.75
2.60160e-05,3.75
2.60240e-05,3.5
2.60320e-05,3.5
2.60400e-05,3.75
2.60480e-05,3.75
2.60560e-05,3.5
2.60640e-05,3.75
2.60720e-05,3.5
2.60800e-05,3.75
2.60880e-05,3.5
2.60960e-05,3.5
2.61040e-05,3.5
2.61120e-05,3.5
2.61200e-05,3.25
2.61280e-05,3.5
2.61360e-05,3.5
2.61440e-05,3.5
2.61520e-05,3.5
2.61600e-05,3.5
2.61680e-05,3.5
2.61760e-05,3.25
2.61840e-05,3.5
2.61920e-05,3.5
2.62000e-05,3.25
2.62080e-05,3.5
2.62160e-05,3.25
2.62240e-05,3.5
2.62320e-05,3.5
2.62400e-05,3.25
2.62480e-05,3.25
2.62560e-05,3.5
2.62640e-05,3.5
2.62720e-05,3.25
2.62800e-05,3.25
2.62880e-05,3.25
2.62960e-05,3.5
2.63040e-05,3.5
2.63120e-05,3.25
2.63200e-05,3
2.63280e-05,3.25
2.63360e-05,3.25
2.63440e-05,3.25
2.63520e-05,3.25
2.63600e-05,3.25
2.63680e-05,3.25
2.63760e-05,3.25
2.63840e-05,3.25
2.63920e-05,3.25
2.64000e-05,3.25
2.64080e-05,3.25
2.64160e-05,3.25
2.64240e-05,3
2.64320e-05,3.25
2.64400e-05,3.25
2.64480e-05,3.25
2.64560e-05,3.25
2.64640e-05,3.25
2.64720e-05,3.25
2.64800e-05,3
2.64880e-05,3.25
2.64960e-05,3.25
2.65040e-05,3
2.65120e-05,3
2.65200e-05,3
2.65280e-05,3
2.65360e-05,3
2.65440e-05,3
2.65520e-05,3
2.65600e-05,3
2.65680e-05,3
2.65760e-05,3
2.65840e-05,3
2.65920e-05,3
2.66000e-05,2.75
2.66080e-05,3
2.66160e-05,3
2.66240e-05,3
2.66320e-05,3
2.66400e-05,3
2.66480e-05,3
2.66560e-05,3
2.66640e-05,2.75
2.66720e-05,2.75
2.66800e-05,3
2.66880e-05,3
2.66960e-05,3
2.67040e-05,2.75
2.67120e-05,3
2.67200e-05,2.75
2.67280e-05,3
2.67360e-05,2.75
2.67440e-05,2.75
2.67520e-05,3
2.67600e-05,2.75
2.67680e-05,2.75
2.67760e-05,2.75
2.67840e-05,3
2.67920e-05,2.75
2.68000e-05,2.75
2.68080e-05,2.75
2.68160e-05,2.75
2.68240e-05,2.75
2.68320e-05,2.75
2.68400e-05,2.75
2.68480e-05,2.75
2.68560e-05,2.75
2.68640e-05,2.75
2.68720e-05,2.75
2.68800e-05,2.5
2.68880e-05,2.75
2.68960e-05,2.75
2.69040e-05,2.75
2.69120e-05,2.75
2.69200e-05,2.5
2.69280e-05,2.5
2.69360e-05,2.5
2.69440e-05,2.5
2.69520e-05,2.75
2.69600e-05,2.5
2.69680e-05,2.5
2.69760e-05,2.5
2.69840e-05,2.75
2.69920e-05,2.5
2.70000e-05,2.5
2.70080e-05,2.5
2.70160e-05,2.5
2.70240e-05,2.5
2.70320e-05,2.5
2.70400e-05,2.5
2.70480e-05,2.5
2.70560e-05,2.5
2.70640e-05,2.5
2.70720e-05,2.5
2.70800e-05,2.25
2.70880e-05,2.25
2.70960e-05,2.5
2.71040e-05,2.5
2.71120e-05,2.25
2.71200e-05,2.5
2.71280e-05,2.25
2.71360e-05,2.25
2.71440e-05,2.5
2.71520e-05,2.25
2.71600e-05,2.25
2.71680e-05,2.25
2.71760e-05,2.25
2.71840e-05,2.5
2.71920e-05,2.25
2.72000e-05,2.5
2.72080e-05,2.25
2.72160e-05,2.25
2.72240e-05,2.25
2.72320e-05,2.25
2.72400e-05,2.25
2.72480e-05,2.25
2.72560e-05,2.25
2.72640e-05,2.25
2.72720e-05,2.25
2.72800e-05,2.25
2.72880e-05,2.25
2.72960e-05,2.25
2.73040e-05,2.25
2.73120e-05,2.25
2.73200e-05,2.25
2.73280e-05,2.25
2.73360e-05,2.25
2.73440e-05,2
2.73520e-05,2
